Label,no_subject,no_text,is_html,http_count
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,9
Ham,False,False,False,4
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,6
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,3
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,3
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,4
Ham,False,False,False,0
Ham,False,False,False,4
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,1
Ham,True,False,False,0
Ham,False,False,False,3
Ham,False,False,False,1
Ham,True,False,False,0
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,5
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,4
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,5
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,0
Ham,False,False,False,3
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,3
Ham,False,False,False,3
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,8
Ham,False,False,False,5
Ham,False,False,False,3
Ham,False,False,False,0
Ham,False,False,False,11
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,1
Ham,True,False,False,2
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,6
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,2
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,4
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,4
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,4
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,5
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,0
Ham,False,False,False,3
Ham,False,False,False,0
Ham,True,False,False,1
Ham,False,False,False,0
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,10
Ham,False,False,False,2
Ham,False,False,False,3
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,8
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,3
Ham,False,False,False,4
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,8
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,5
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,2
Ham,False,False,False,3
Ham,False,False,False,3
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,8
Ham,False,False,False,3
Ham,False,False,False,4
Ham,False,False,False,2
Ham,False,False,False,3
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,4
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,4
Ham,False,False,False,3
Ham,False,False,False,5
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,4
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,4
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,3
Ham,False,False,False,20
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,3
Ham,False,False,False,4
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,3
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,4
Ham,False,False,False,2
Ham,False,False,False,3
Ham,False,False,False,3
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,5
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,4
Ham,False,False,False,5
Ham,False,False,False,3
Ham,False,False,False,3
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,4
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,4
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,4
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,True,51
Ham,False,False,False,3
Ham,False,False,False,3
Ham,False,False,False,2
Ham,False,False,False,3
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,0
Ham,False,False,False,6
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,23
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,3
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,3
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,4
Ham,False,False,False,3
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,3
Ham,False,False,False,3
Ham,False,False,False,3
Ham,False,False,False,0
Ham,False,False,False,3
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,2
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,3
Ham,False,False,False,0
Ham,False,False,False,6
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,3
Ham,False,False,False,6
Ham,False,False,False,4
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,3
Ham,False,False,False,39
Ham,False,False,False,3
Ham,False,False,False,4
Ham,False,False,False,1
Ham,False,False,False,4
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,3
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,7
Ham,False,False,False,4
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,3
Ham,False,False,False,4
Ham,False,False,False,9
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,12
Ham,False,False,False,0
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,4
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,4
Ham,False,False,False,2
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,12
Ham,False,False,False,3
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,4
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,4
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,17
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,7
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,4
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,7
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,3
Ham,False,False,False,12
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,4
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,5
Ham,False,False,False,4
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,4
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,4
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,13
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,4
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,4
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,3
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,6
Ham,False,False,False,3
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,6
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,4
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,3
Ham,False,False,False,3
Ham,False,False,False,4
Ham,False,False,False,1
Ham,False,False,False,3
Ham,True,False,False,2
Ham,False,False,False,2
Ham,False,False,False,3
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,3
Ham,False,False,False,8
Ham,False,False,False,1
Ham,False,False,False,4
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,3
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,4
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,True,3
Ham,False,False,False,0
Ham,False,False,False,5
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,11
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,4
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,4
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,6
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,3
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,5
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,0
Ham,False,False,False,3
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,3
Ham,False,False,False,3
Ham,False,False,False,3
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,0
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,2
Ham,False,False,False,4
Ham,False,False,False,0
Ham,False,False,False,2
Ham,False,False,False,2
Ham,False,False,False,1
Ham,False,False,False,1
Ham,False,False,False,1
