,Label,no_subject,no_text,is_html,http_count
414,Ham,False,False,False,4
415,Ham,False,False,False,1
416,Ham,False,False,False,1
417,Ham,False,False,False,2
418,Ham,False,False,False,4
419,Ham,False,False,False,0
420,Ham,False,False,False,1
421,Ham,False,False,False,3
422,Ham,False,False,False,1
423,Ham,False,False,False,3
424,Ham,False,False,False,3
425,Ham,False,False,False,1
426,Ham,False,False,False,5
427,Ham,False,False,False,1
428,Ham,False,False,False,1
429,Ham,False,False,False,2
430,Ham,False,False,False,0
431,Ham,False,False,False,2
432,Ham,False,False,False,2
433,Ham,False,False,False,0
434,Ham,False,False,False,0
435,Ham,False,False,False,2
436,Ham,False,False,False,1
437,Ham,False,False,False,1
438,Ham,False,False,False,2
439,Ham,False,False,False,0
440,Ham,False,False,False,1
441,Ham,False,False,False,0
442,Ham,False,False,False,1
443,Ham,False,False,False,2
444,Ham,False,False,False,2
445,Ham,False,False,False,1
446,Ham,False,False,False,2
447,Ham,False,False,False,0
448,Ham,False,False,False,2
449,Ham,False,False,False,2
450,Ham,False,False,False,1
451,Ham,False,False,False,1
452,Ham,False,False,False,3
453,Ham,False,False,False,0
454,Ham,False,False,False,3
455,Ham,False,False,False,0
456,Ham,True,False,False,1
457,Ham,False,False,False,0
458,Ham,False,False,False,3
459,Ham,False,False,False,1
460,Ham,False,False,False,10
461,Ham,False,False,False,2
462,Ham,False,False,False,3
463,Ham,False,False,False,0
464,Ham,False,False,False,2
465,Ham,False,False,False,8
466,Ham,False,False,False,0
467,Ham,False,False,False,2
468,Ham,False,False,False,0
469,Ham,False,False,False,1
470,Ham,False,False,False,0
471,Ham,False,False,False,2
472,Ham,False,False,False,3
473,Ham,False,False,False,4
474,Ham,False,False,False,2
475,Ham,False,False,False,2
476,Ham,False,False,False,0
477,Ham,False,False,False,8
478,Ham,False,False,False,2
479,Ham,False,False,False,2
480,Ham,False,False,False,5
481,Ham,False,False,False,1
482,Ham,False,False,False,1
483,Ham,False,False,False,1
484,Ham,False,False,False,1
485,Ham,False,False,False,3
486,Ham,False,False,False,1
487,Ham,False,False,False,2
488,Ham,False,False,False,1
489,Ham,False,False,False,0
490,Ham,False,False,False,1
491,Ham,False,False,False,1
492,Ham,False,False,False,1
493,Ham,False,False,False,3
494,Ham,False,False,False,2
495,Ham,False,False,False,3
496,Ham,False,False,False,3
497,Ham,False,False,False,0
498,Ham,False,False,False,1
499,Ham,False,False,False,1
500,Ham,False,False,False,2
501,Ham,False,False,False,1
502,Ham,False,False,False,0
503,Ham,False,False,False,0
504,Ham,False,False,False,1
505,Ham,False,False,False,1
506,Ham,False,False,False,8
507,Ham,False,False,False,3
508,Ham,False,False,False,4
509,Ham,False,False,False,2
510,Ham,False,False,False,3
511,Ham,False,False,False,2
512,Ham,False,False,False,0
513,Ham,False,False,False,1
514,Ham,False,False,False,1
515,Ham,False,False,False,1
516,Ham,False,False,False,4
517,Ham,False,False,False,1
518,Ham,False,False,False,1
519,Ham,False,False,False,1
520,Ham,False,False,False,0
521,Ham,False,False,False,2
522,Ham,False,False,False,2
523,Ham,False,False,False,4
524,Ham,False,False,False,3
525,Ham,False,False,False,5
526,Ham,False,False,False,3
527,Ham,False,False,False,1
528,Ham,False,False,False,2
529,Ham,False,False,False,0
530,Ham,False,False,False,2
531,Ham,False,False,False,4
532,Ham,False,False,False,2
533,Ham,False,False,False,1
534,Ham,False,False,False,4
535,Ham,False,False,False,1
536,Ham,False,False,False,2
537,Ham,False,False,False,1
538,Ham,False,False,False,1
539,Ham,False,False,False,1
540,Ham,False,False,False,1
541,Ham,False,False,False,0
542,Ham,False,False,False,1
543,Ham,False,False,False,1
544,Ham,False,False,False,1
545,Ham,False,False,False,2
546,Ham,False,False,False,1
547,Ham,False,False,False,0
548,Ham,False,False,False,3
549,Ham,False,False,False,1
550,Ham,False,False,False,3
551,Ham,False,False,False,0
552,Ham,False,False,False,1
553,Ham,False,False,False,1
554,Ham,False,False,False,2
555,Ham,False,False,False,0
556,Ham,False,False,False,0
557,Ham,False,False,False,2
558,Ham,False,False,False,3
559,Ham,False,False,False,20
560,Ham,False,False,False,0
561,Ham,False,False,False,1
562,Ham,False,False,False,0
563,Ham,False,False,False,0
564,Ham,False,False,False,2
565,Ham,False,False,False,3
566,Ham,False,False,False,4
567,Ham,False,False,False,2
568,Ham,False,False,False,2
569,Ham,False,False,False,3
570,Ham,False,False,False,3
571,Ham,False,False,False,1
572,Ham,False,False,False,1
573,Ham,False,False,False,1
574,Ham,False,False,False,3
575,Ham,False,False,False,1
576,Ham,False,False,False,3
577,Ham,False,False,False,1
578,Ham,False,False,False,0
579,Ham,False,False,False,1
580,Ham,False,False,False,0
581,Ham,False,False,False,0
582,Ham,False,False,False,2
583,Ham,False,False,False,1
584,Ham,False,False,False,2
585,Ham,False,False,False,1
586,Ham,False,False,False,0
587,Ham,False,False,False,1
588,Ham,False,False,False,0
589,Ham,False,False,False,1
590,Ham,False,False,False,2
591,Ham,False,False,False,0
592,Ham,False,False,False,0
593,Ham,False,False,False,2
594,Ham,False,False,False,2
595,Ham,False,False,False,0
596,Ham,False,False,False,1
597,Ham,False,False,False,0
598,Ham,False,False,False,4
599,Ham,False,False,False,2
600,Ham,False,False,False,3
601,Ham,False,False,False,3
602,Ham,False,False,False,3
603,Ham,False,False,False,1
604,Ham,False,False,False,2
605,Ham,False,False,False,5
606,Ham,False,False,False,1
607,Ham,False,False,False,2
608,Ham,False,False,False,1
609,Ham,False,False,False,1
610,Ham,False,False,False,1
611,Ham,False,False,False,1
612,Ham,False,False,False,1
613,Ham,False,False,False,1
614,Ham,False,False,False,0
615,Ham,False,False,False,4
616,Ham,False,False,False,5
617,Ham,False,False,False,3
618,Ham,False,False,False,3
619,Ham,False,False,False,0
620,Ham,False,False,False,1
621,Ham,False,False,False,4
622,Ham,False,False,False,1
623,Ham,False,False,False,2
624,Ham,False,False,False,0
625,Ham,False,False,False,1
626,Ham,False,False,False,1
627,Ham,False,False,False,3
628,Ham,False,False,False,1
629,Ham,False,False,False,3
630,Ham,False,False,False,1
631,Ham,False,False,False,1
632,Ham,False,False,False,2
633,Ham,False,False,False,1
634,Ham,False,False,False,1
635,Ham,False,False,False,0
636,Ham,False,False,False,2
637,Ham,False,False,False,1
638,Ham,False,False,False,0
639,Ham,False,False,False,0
640,Ham,False,False,False,1
641,Ham,False,False,False,4
642,Ham,False,False,False,1
643,Ham,False,False,False,3
644,Ham,False,False,False,0
645,Ham,False,False,False,1
646,Ham,False,False,False,1
647,Ham,False,False,False,1
648,Ham,False,False,False,4
649,Ham,False,False,False,1
650,Ham,False,False,False,1
651,Ham,False,False,True,51
652,Ham,False,False,False,3
653,Ham,False,False,False,3
654,Ham,False,False,False,2
655,Ham,False,False,False,3
656,Ham,False,False,False,2
657,Ham,False,False,False,1
658,Ham,False,False,False,1
659,Ham,False,False,False,3
660,Ham,False,False,False,2
661,Ham,False,False,False,2
662,Ham,False,False,False,0
663,Ham,False,False,False,0
664,Ham,False,False,False,1
665,Ham,False,False,False,1
666,Ham,False,False,False,1
667,Ham,False,False,False,2
668,Ham,False,False,False,1
669,Ham,False,False,False,1
670,Ham,False,False,False,1
671,Ham,False,False,False,1
672,Ham,False,False,False,1
673,Ham,False,False,False,0
674,Ham,False,False,False,1
675,Ham,False,False,False,1
676,Ham,False,False,False,2
677,Ham,False,False,False,2
678,Ham,False,False,False,2
679,Ham,False,False,False,3
680,Ham,False,False,False,1
681,Ham,False,False,False,3
682,Ham,False,False,False,2
683,Ham,False,False,False,0
684,Ham,False,False,False,3
685,Ham,False,False,False,1
686,Ham,False,False,False,1
687,Ham,False,False,False,1
688,Ham,False,False,False,1
689,Ham,False,False,False,0
690,Ham,False,False,False,0
691,Ham,False,False,False,1
692,Ham,False,False,False,3
693,Ham,False,False,False,1
694,Ham,False,False,False,3
695,Ham,False,False,False,2
696,Ham,False,False,False,1
697,Ham,False,False,False,3
698,Ham,False,False,False,0
699,Ham,False,False,False,6
700,Ham,False,False,False,2
701,Ham,False,False,False,1
702,Ham,False,False,False,1
703,Ham,False,False,False,2
704,Ham,False,False,False,23
705,Ham,False,False,False,2
706,Ham,False,False,False,1
707,Ham,False,False,False,3
708,Ham,False,False,False,1
709,Ham,False,False,False,1
710,Ham,False,False,False,1
711,Ham,False,False,False,1
712,Ham,False,False,False,1
713,Ham,False,False,False,1
714,Ham,False,False,False,3
715,Ham,False,False,False,3
716,Ham,False,False,False,0
717,Ham,False,False,False,1
718,Ham,False,False,False,1
719,Ham,False,False,False,0
720,Ham,False,False,False,3
721,Ham,False,False,False,2
722,Ham,False,False,False,1
723,Ham,False,False,False,3
724,Ham,False,False,False,1
725,Ham,False,False,False,1
726,Ham,False,False,False,2
727,Ham,False,False,False,2
728,Ham,False,False,False,2
729,Ham,False,False,False,1
730,Ham,False,False,False,1
731,Ham,False,False,False,4
732,Ham,False,False,False,3
733,Ham,False,False,False,0
734,Ham,False,False,False,0
735,Ham,False,False,False,2
736,Ham,False,False,False,3
737,Ham,False,False,False,3
738,Ham,False,False,False,3
739,Ham,False,False,False,0
740,Ham,False,False,False,3
741,Ham,False,False,False,3
742,Ham,False,False,False,1
743,Ham,False,False,False,0
744,Ham,False,False,False,1
745,Ham,False,False,False,0
746,Ham,False,False,False,1
747,Ham,False,False,False,3
748,Ham,False,False,False,2
749,Ham,False,False,False,3
750,Ham,False,False,False,1
751,Ham,False,False,False,2
752,Ham,False,False,False,1
753,Ham,False,False,False,1
754,Ham,False,False,False,0
755,Ham,False,False,False,3
756,Ham,False,False,False,0
757,Ham,False,False,False,6
758,Ham,False,False,False,1
759,Ham,False,False,False,1
760,Ham,False,False,False,1
761,Ham,False,False,False,1
762,Ham,False,False,False,1
763,Ham,False,False,False,0
764,Ham,False,False,False,1
765,Ham,False,False,False,3
766,Ham,False,False,False,1
767,Ham,False,False,False,1
768,Ham,False,False,False,1
769,Ham,False,False,False,2
770,Ham,False,False,False,3
771,Ham,False,False,False,6
772,Ham,False,False,False,4
773,Ham,False,False,False,1
774,Ham,False,False,False,0
775,Ham,False,False,False,1
776,Ham,False,False,False,2
777,Ham,False,False,False,2
778,Ham,False,False,False,0
779,Ham,False,False,False,1
780,Ham,False,False,False,2
781,Ham,False,False,False,0
782,Ham,False,False,False,0
783,Ham,False,False,False,1
784,Ham,False,False,False,0
785,Ham,False,False,False,3
786,Ham,False,False,False,1
787,Ham,False,False,False,1
788,Ham,False,False,False,1
789,Ham,False,False,False,2
790,Ham,False,False,False,0
791,Ham,False,False,False,3
792,Ham,False,False,False,39
793,Ham,False,False,False,3
794,Ham,False,False,False,4
795,Ham,False,False,False,1
796,Ham,False,False,False,4
797,Ham,False,False,False,1
798,Ham,False,False,False,0
799,Ham,False,False,False,1
800,Ham,False,False,False,2
801,Ham,False,False,False,3
802,Ham,False,False,False,0
803,Ham,False,False,False,0
804,Ham,False,False,False,1
805,Ham,False,False,False,2
806,Ham,False,False,False,0
807,Ham,False,False,False,0
808,Ham,False,False,False,2
809,Ham,False,False,False,1
810,Ham,False,False,False,7
811,Ham,False,False,False,4
812,Ham,False,False,False,0
813,Ham,False,False,False,0
814,Ham,False,False,False,3
815,Ham,False,False,False,4
816,Ham,False,False,False,9
817,Ham,False,False,False,1
818,Ham,False,False,False,1
819,Ham,False,False,False,12
820,Ham,False,False,False,0
821,Ham,False,False,False,3
822,Ham,False,False,False,1
823,Ham,False,False,False,1
824,Ham,False,False,False,1
825,Ham,False,False,False,0
826,Ham,False,False,False,2
827,Ham,False,False,False,2
828,Ham,False,False,False,1
829,Ham,False,False,False,1
830,Ham,False,False,False,1
831,Ham,False,False,False,3
832,Ham,False,False,False,0
833,Ham,False,False,False,1
834,Ham,False,False,False,2
835,Ham,False,False,False,1
836,Ham,False,False,False,4
837,Ham,False,False,False,1
838,Ham,False,False,False,1
839,Ham,False,False,False,0
840,Ham,False,False,False,1
841,Ham,False,False,False,4
842,Ham,False,False,False,2
843,Ham,False,False,False,3
844,Ham,False,False,False,1
845,Ham,False,False,False,12
846,Ham,False,False,False,3
847,Ham,False,False,False,2
848,Ham,False,False,False,0
849,Ham,False,False,False,1
850,Ham,False,False,False,2
851,Ham,False,False,False,0
852,Ham,False,False,False,4
853,Ham,False,False,False,1
854,Ham,False,False,False,2
855,Ham,False,False,False,2
856,Ham,False,False,False,2
857,Ham,False,False,False,1
858,Ham,False,False,False,3
859,Ham,False,False,False,2
860,Ham,False,False,False,1
861,Ham,False,False,False,1
862,Ham,False,False,False,1
863,Ham,False,False,False,2
864,Ham,False,False,False,0
865,Ham,False,False,False,2
866,Ham,False,False,False,1
867,Ham,False,False,False,1
868,Ham,False,False,False,2
869,Ham,False,False,False,2
870,Ham,False,False,False,1
871,Ham,False,False,False,2
872,Ham,False,False,False,4
873,Ham,False,False,False,0
874,Ham,False,False,False,2
875,Ham,False,False,False,1
876,Ham,False,False,False,1
877,Ham,False,False,False,0
878,Ham,False,False,False,1
879,Ham,False,False,False,0
880,Ham,False,False,False,1
881,Ham,False,False,False,3
882,Ham,False,False,False,2
883,Ham,False,False,False,1
884,Ham,False,False,False,2
885,Ham,False,False,False,0
886,Ham,False,False,False,2
887,Ham,False,False,False,2
888,Ham,False,False,False,3
889,Ham,False,False,False,1
890,Ham,False,False,False,3
891,Ham,False,False,False,1
892,Ham,False,False,False,0
893,Ham,False,False,False,1
894,Ham,False,False,False,0
895,Ham,False,False,False,1
896,Ham,False,False,False,1
897,Ham,False,False,False,1
898,Ham,False,False,False,17
899,Ham,False,False,False,2
900,Ham,False,False,False,2
901,Ham,False,False,False,1
902,Ham,False,False,False,7
903,Ham,False,False,False,1
904,Ham,False,False,False,1
905,Ham,False,False,False,0
906,Ham,False,False,False,1
907,Ham,False,False,False,4
908,Ham,False,False,False,3
909,Ham,False,False,False,1
910,Ham,False,False,False,1
911,Ham,False,False,False,1
912,Ham,False,False,False,7
913,Ham,False,False,False,0
914,Ham,False,False,False,1
915,Ham,False,False,False,2
916,Ham,False,False,False,3
917,Ham,False,False,False,12
918,Ham,False,False,False,1
919,Ham,False,False,False,1
920,Ham,False,False,False,1
921,Ham,False,False,False,1
922,Ham,False,False,False,3
923,Ham,False,False,False,3
924,Ham,False,False,False,1
925,Ham,False,False,False,2
926,Ham,False,False,False,2
927,Ham,False,False,False,2
928,Ham,False,False,False,2
929,Ham,False,False,False,1
930,Ham,False,False,False,1
931,Ham,False,False,False,1
932,Ham,False,False,False,2
933,Ham,False,False,False,1
934,Ham,False,False,False,0
935,Ham,False,False,False,1
936,Ham,False,False,False,1
937,Ham,False,False,False,3
938,Ham,False,False,False,2
939,Ham,False,False,False,1
940,Ham,False,False,False,1
941,Ham,False,False,False,3
942,Ham,False,False,False,0
943,Ham,False,False,False,1
944,Ham,False,False,False,3
945,Ham,False,False,False,1
946,Ham,False,False,False,3
947,Ham,False,False,False,0
948,Ham,False,False,False,1
949,Ham,False,False,False,2
950,Ham,False,False,False,1
951,Ham,False,False,False,2
952,Ham,False,False,False,1
953,Ham,False,False,False,3
954,Ham,False,False,False,2
955,Ham,False,False,False,2
956,Ham,False,False,False,4
957,Ham,False,False,False,3
958,Ham,False,False,False,1
959,Ham,False,False,False,2
960,Ham,False,False,False,2
961,Ham,False,False,False,1
962,Ham,False,False,False,3
963,Ham,False,False,False,1
964,Ham,False,False,False,1
965,Ham,False,False,False,2
966,Ham,False,False,False,0
967,Ham,False,False,False,2
968,Ham,False,False,False,1
969,Ham,False,False,False,1
970,Ham,False,False,False,0
971,Ham,False,False,False,5
972,Ham,False,False,False,4
973,Ham,False,False,False,2
974,Ham,False,False,False,1
975,Ham,False,False,False,2
976,Ham,False,False,False,0
977,Ham,False,False,False,2
978,Ham,False,False,False,2
979,Ham,False,False,False,4
980,Ham,False,False,False,0
981,Ham,False,False,False,1
982,Ham,False,False,False,1
983,Ham,False,False,False,1
984,Ham,False,False,False,1
985,Ham,False,False,False,0
986,Ham,False,False,False,0
987,Ham,False,False,False,4
988,Ham,False,False,False,3
989,Ham,False,False,False,1
990,Ham,False,False,False,1
991,Ham,False,False,False,2
992,Ham,False,False,False,1
993,Ham,False,False,False,13
994,Ham,False,False,False,0
995,Ham,False,False,False,1
996,Ham,False,False,False,3
